text,label
태릉입구 동교동 약국 알려주라,1
바이타믹스 복용할 때 뭐를 주의해야 해?,0
타을 먹었을 때 생길 수 있는 문제에 대해 설명해줘.,3
신세계백화점에서 코자 사고 싶어,1
케라민캡슐은 어디에 좋아?,4
자릴레반 먹는 방법에 대해 알고 싶어.,5
알프람의 복용 법에 대해 알고 싶어.,5
가까운 심장 내과 추천해줘,2
비자니 먹을 때 주의해야 할 점이 있어?,0
논현 약국 알고 싶어,1
입랜스을 먹는 방법이 궁금해.,5
베네딕트 하루에 복용을 어떻게 해야 해?,5
동대문구 창신동 소아과 어디 있니?,2
망원 한강 공원에 있는 안과 어디 있니,2
63빌딩 안과 어디 있니?,2
뉴셀디의 복용 법에 대해서 알려줘.,5
타미플루 부작용이 어떻게 되는지 알려줘,3
로이키 복용 시 주의해야 할 점을 알려줄래요?,0
진텍 먹기 전에 알아야 할 점이 어떻게돼?,0
마그온플러스연질캡슐 부작용은?,3
가까운 심장 내과 알려줘 ,2
군포 근처 소아청소년과 어디 있어?,2
코발맥의 복용 법이 뭐야?,5
메이놀 복용법이 궁금해.,5
트윈스타 조심해야 할 것 알려줘,0
지베즈의 복용 법이 어떻게 돼?,5
소화기센터 위치 알고 싶습니다,2
항생제 부작용,3
에어페낙듀오의 효과에 대해 알려줘.,4
상수역에서 제일 가까운 안과 알려줘,2
테네글로 사용방법이 뭐야?,5
바이타믹스 복용할 때 무엇을 주의해야 해?,0
마그랑비 효과가 어떻게 돼?,4
병원 추천해줘,2
플렌에이 먹는 방법이 궁금해.,5
비자니정 효과는 무엇인가요?,4
파주시청 약국 추천해줘,1
남산타워에서 약 어디서 사냐고 물었다.,1
엑스포지의 위험한 점은?,0
숙대입구역이랑 가까운 치과 원해,2
릴리호정 복용해야 하는데 몇 알 복용해야 할까?,5
광화문 한방 병원 위치 알려주세요,2
알진 복용하기 전에 알아야 할 점이 있을까?,0
핫세마 얼마 동안 먹어야 할까요?,5
강릉앞바다 약국 추천해줘,1
페낙손의 복용법이 뭐야?,5
조니포 먹는 방법 알려줄래,5
탑큐텐 주의해야 할 것이 무엇일까요?,0
그타기로맥스 먹으려 하는데 부작용 있어?,3
세비카 조심?,0
을지로 근처 병원 알려줘,2
포스펜정 고려해야 할 점 알려줄래?,0
엘라오일 어디가 아플 때 먹는 것인지 알려줘.,4
바이타믹스 조심해야 할 것 알려줘,0
라베콤비정 먹었을 때 생길 수 있는 문제를 알려줄래?,3
포스펜정 주의 사항을 좀 알려줄래요?,0
아탄트 어떻게 사용해?,5
섬진강 정신과 알려주세요,2
호리스브 복용 시 주의사항 알려주세요,0
입랜스를 몇 알 먹는건지에 대해 알고 싶어.,5
김포 현대아울렛 근처 안과 좀 알려주세요,2
주변 약국 알려줘,1
마이티신 복용 시 고려사항은 어떻게돼?,0
탁센 부작용이 어떻게 돼?,3
케라민캡슐 효능법이 뭘까요?,4
마그놀정 효과 알려줘,4
비자니 고려할 점이 있을 까?,0
마그알파 어디가 아플 때 먹는건지 알려줄래.,4
바의 부작용이 뭐야?,3
디에논 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
샌댈리 먹을 건데 얼마나 먹어야 해?,5
코펜콜 부작용 알려주라,3
카이로정 복용할 때 뭐를 주의해야 해?,0
비자니정 복용할 때 뭐를 주의해야해?,0
병원 알려주라,2
포스펜정 고려해야 할 것은?,0
홍익대학교 약국 추천 해주세요,1
상수역에서 제일 가까운 치과 알려줘,2
삼선교에서 디오메 사고 싶어,1
코발맥 복용 법이 뭐야?,5
나의 부작용에 대해서 알려주세요.,3
원펜 사용 방법에 대해서 알려줘.,5
주변 산부인과 위치 부탁드립니다,2
천안과 가까운 암 병원 알려주라,2
놀그마은 어디에 좋아?,4
나와 제일 가까운 신경과 위치 알려줘,2
진텍 먹을 때 어떤 점을 고려해야 할까?,0
메디봇은 어느 부분에 좋을까?,4
진텍 먹을 때 주의해야 할 점이 어떻게돼?,0
마포구 서교동 약국 어디 있니?,1
콜롭서 복용 시에 발생할 수 있는 부작용 좀 알려줄래?,3
아세트아미노펜의 부작용 알려줄래?,3
바이타믹스 먹고 싶은데 위험한 점 있을까?,0
포스펜정 얼마나 먹어야 해?,5
메이놀 사용방법에 대해 설명해줘.,5
텔미로젯의 효과에 대해 알고 싶어.,4
그타기로맥스 복용 시 생기는 일 알려줘,3
근처 약국 알려줘,1
금릉역 이비인후과 알려줄래?,2
락토폴 효능이 궁금해.,4
마포구 상수동 근처 약국 알려줘,1
코펜콜 복용하면 생기는 안 좋은 점을 말해주세요,3
카이로 복용할 때 주의할 점 알려주라고!,0
항생제 부작용,3
콘디에스의 복용 법이 어떻게 돼?,5
트로멜 어떻게 복용해야 하는지 궁금해.,5
바이타믹스 복용하고 싶은데 주의사항이 뭐야?,0
군포 소아청소년과 추천해줘,2
알진 복용할 때 고려할 점이 있을끼?,0
알프람의 복용 법에 대해 설명해줘.,5
안성 주변 약국 알 수 있을까?,1
알진 복용하기 전에 알아야 할 점이 있을까?,0
수원화성 감염내과 위치 알려주세요,2
나의 부작용에 대해서 알려주세요.,3
제일 가까운 비뇨기과 알려줘,2
코디칼리 부작용을 알려주실래요?,3
노스페 조심해야 하는 것은 무엇입니까?,0
조니포 몇 알 복용해야 하는 지 알려주세요,5
리브스 고려해야 할 것은?,0
텔미로젯에는 어떤 효과가 있을지 알려줘,4
코발맥 복용 법에 대해서 알려줘.,5
강남역 와우산로 근처 약국 알려줘,1
주변 약국 알려줘,1
캘빈클 고려해야 할 것은?,0
삼선교 어디서 디오메 살 수 있어?,1
캘빈클 먹을 때 조심해야 할꺼 있을까?,0
이부프로펜 부작용은 무엇인가요?,3
C 부작용에 대해서 궁금해.,3
문래동 근처 정형외과 위치 알려주세요,2
화인백 효능에 대해서 설명해줘.,4
엘라오일 어디가 아플 때 좋아?,4
성균관대학교에서 가장 가까운 신경정신과 알려줘,2
홍대입구역 근처 약국 위치 부탁드려요,1
북서울꿈의숲 근처 신경과 위치 알려주세요,2
주변 외상센터 위치 부탁드립니다,2
콜대원 부작용에 대해 설명해줘.,3
광명시 정신건강의학과 어디에 있니?,2
비자니정 먹을 때 뭐를 고려해야해?,0
뉴셀디의 효능에 대해서 알고 싶어.,4
로이키 먹으려 하는데 무엇을 조심해야 할까?,0
평양 소아과 부탁드립니다,2
아탄트 얼마만큼 먹는지에 대해 알고 싶어.,5
상수역 근처 약국 알려줘,1
트로멜 얼만큼 복용해야야 하는지 알려줘.,5
마이클 어떻게 먹는 건지 알고 싶어요,5
원펜 복용 방법이 뭐야?,5
이부프로펜 부작용에 대해 알고 싶어.,3
벨록스 효능에 대해서 설명해줄래?,4
회현역과 가까운 치과 알려주라,2
강남구 압구정동 약국 어디 있니?,1
코디콜캡슐 복용하면 좋지 않은 점 알려줘,3
화인백 언제 복용하는거야?,4
코발맥 복용 법에 대해 알고 싶어.,5
순천 주변 감염내과 병원 알 수 있을까?,2
혜화 주변 대학병원  알고 싶어,2
슈타린정 복용 시에 효능이 뭐야?,4
서큐실산정 부작용이 뭐야?,3
삼청동 근처 영상의학과 어디 있어?,2
엑스포지 먹을 때 조심해야 할꺼 있을까?,0
신세계백화점에서 코자 어디서 사?,1
비자니 복용할 때 주의할 점이 있어?,0
진텍 복용하기 전에 알아야 할 점이 어떻게돼?,0
하남 스타필드 주변 약국은 어디에 있을까요?,1
삼선교에서 디오메 어디서 사냐고 물었다.,1
아모잘탄 복용하고 싶은데 위험한 점이 있을까?,0
스타벅스 어떤 부작용이 있을지 알려줘,3
피그먼 부작용 알고 싶어,3
이부프로펜의 부작용은 무엇인가요?,3
테네글로의 사용방법이 뭐야?,5
페낙손의 복용법이 뭐야?,5
엑스포지의 주의사항은 뭘까?,0
안과,2
베네딕트 얼마나 복용해야 해?,5
트리베라 먹는 방법이?,5
벨록스 복용할 때 고려 사항이 어떻게돼?,0
아탄트 얼만큼 먹는지에 대해 알고 싶어.,5
근처 외과 위치 알려줘,2
동두천 병원 알려주세요,2
영양제의 어떤 부작용이 있을까?,3
A의 부작용에 대해 알고 싶어.,3
로타 언제 먹는건지 알고 싶어.,4
보문역이랑 가까운 응급의학과 알고 싶어,2
주변 약국 위치 알려줘,1
상봉역 주변 약국 알 수 있을까?,1
아나파치을 어떻게 먹어야 하는지 알려줘.,5
정형외과 위치 알려저,2
자을 먹었을 때 생길 수 있는 문제를 알려줘.,3
가정의학과과 위치 알려저,2
벨록 먹을 때 주의사항이 있어?,0
아탄트 어떻게 먹는거야?,5
씨이엔브이 효능은 무엇인가요?,4
락토그린을 어디가 아플 때 복용하는 것인지 알려줘.,4
카나브 복용하고 싶은데 위험한 점이 있을까?,0
약국이 어디에 있는지 알고 싶어요,1
콜대원 부작용에 대해 설명해줘.,3
케라민캡슐의 효능이 뭐야?,4
데일리원정 얼마나 먹어야 해?,5
이촌 주변 치과은 어디에 있을까요?,2
가산디지털단지 부근 약국 알려주세요,1
아스탄틴 어떻게 사용해?,5
서큐실산정 부작용이 뭐야?,3
화인백 언제 복용하는거야?,4
슈타린정 효능효과 알고 싶습니다.,4
포스펜정 하루에 복용을 어떻게 해야 해?,5
테네글로 사용방법이 뭐야?,5
메디봇은 어디에 좋아?,4
C의 부작용은 어떤 것이 있을까?,3
약국 추천해줘,1
세레콕시브의 부작용 알려줘.,3
핫세마 몇 알 복용해야 하는 지 알려주세요,5
에어페낙듀 먹을 때 뭐를 알아야 할까?,0
크레넷을 몇 알 먹는것인지 궁금해.,5
라의 부작용에 대한 질문.,3
동부이촌동에 있는 피부과 알려줘,2
논현 근처 약국 알고 싶어,1
에어페낙듀 먹을 때 뭐를 고려해야 할까?,0
코디칼리 먹을 건데 부작용이 생길까?,3
동부이촌동에 있는 피부과 어디 있니,2
가오리 부근 약국 알려주세요,1
로타 언제 먹는건지 알고 싶어.,4
대법원 주변 한의원 알려주세요,2
약국 알려줘,1
세비카 주의?,0
케라민캡슐 효과가 무엇인가요?,4
트윈스타 조심해야 하는 것은 무엇입니까?,0
트로멜 어떻게 사용해야야 하는지 알려줘.,5
야미즈 몇 알 먹는건지에 대해 알고 싶어.,5
스타벅스 어떤 부작용이 있을까?,3
트로멜 어떻게 먹는건지 궁금해.,5
근처 한의원 알려줘,2
타세놀은 어디가 아플 때 먹는 것인지 알려줘.,4
마그온맥스비 언제 복용해야 좋은건지 알려줘.,4
홍익대 치과 알려줘,2
위캡 효과 알려줘.,4
포펜을 어떻게 먹는건지 궁금해.,5
로피롤에 언제 보통 먹는거야?,4
샌댈리 복용해야 하는데 몇 알 복용해야 할까?,5
숙대입구역이랑 가까운 치과 알고 싶어,2
이화동 근처 대학병원 추천해주세요,2
강남역 약국 알려줘,1
내 주변 병리과 어디있는지 알려줘,2
원펜의 사용 방법에 대해 알고 싶어.,5
디에논 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
가까운 약국 알려줄래?,1
화인백은 언제 복용하는거야?,4
A의 부작용에 대해 알고 싶어.,3
지엘디에노게스트 먹었을 때 생길 수 있는 문제에 대해 설명해줘.,3
마그알파 어디가 아플 때 복용하면 좋을지 알려줄래?,4
코펜콜 복용 시 가능성 있는 점 알려줘,3
남산타워에서 약 어디서 사?,1
엑스포지정 위험 사항 있나요?,0
봉은사로 거리에 있는 가정의학과 알려줘,2
이부프로펜 먹기 전에 고려해야 할 점이 있을까?,0
한림디스트 먹었을 때 생길 수 있는 문제가 어떻게 돼??,3
주변 관절 병원 알려주라,2
나와 제일 가까운 약국 알려줘,1
홍익대학교 주변 약국은 어디에 있을까요?,1
g 부작용에 대해서 알려주라.,3
마포구  흉부외과 천해줘,2
유발하 방법 알려줘,5
B의 부작용에 대해서 알려줘.,3
트로멜 어떻게 사용해야 하는지 설명해줘.,5
락토폴 효능에 대해서 알려줘.,4
캘빈클 주의 사항을 좀 알려줄래요?,0
영양제의 어떤 부작용이 있을지 알려줄래?,3
뉴셀디 효능이 어떻게 돼? ,4
서큐실산정 부작용이 뭐야?,3
삼각지 흉부외과 위치 알려주세요,2
자일리톨을 먹었을 때 생길 수 있는 문제를 알려줄래?,3
에어페오의 알아야 하는 점이 있어?,0
아탄트 얼만큼 사용하는거야?,5
을지로4가 치과 알려줄래?,2
아탄트 어떻게 복용하는 건지 알려줘.,5
알진텍정 먹었을 때 생길 수 있는 문제에 대해 알고 싶어.,3
마이티신 언제 복용하는거야?,4
대학로 응급실 추천해줘,2
이부브롬 어떨 때 먹는거야?,4
상수역에서 제일 가까운 신경정신과 알려줘,2
페노제티브정 부작용이 궁금해,3
트리베라 몇 알 복용해야 해?,5
벨록스 먹을 때 고려 사항이 뭐야?,0
바이타믹스 주의해야 할 점은?,0
알보칠 부작용이 어떻게 돼?,3
타이레놀 몇 알 먹는것인지 궁금해.,5
제일 가까운 병원 위치 알려줘,2
마그랑비 효과가 어떻게 돼?,4
이부브롬 부작용,3
누보로젯의 복용법이 궁금해.,5
이화동 대학병원 추천 해주세요,2
이지엔 부작용이 뭐야?,3
마그놀정 먹으면 무슨 효과 있어?,4
마포구 약국 알려줄래?,1
이부프로펜의 부작용 알려줘,3
ddp 주변 재활 센터 알려줘,2
남산타워 근처에서 약 사려면 어디로 가야해?,1
잔타놀정 주의해야 할 것이 무엇일까요?,0
화이투벤 먹을 건데 효능 알고 싶어,4
페노제티브정 부작용이 궁금해,3
제일 가까운 비뇨기과 위치 알려줘,2
최단거리 약국 알고 싶어.,1
위캡 효과가 뭐야?,4
홍인사정 복용하면 생기는 안 좋은 점을 말해주세요,3
소치오 먹을 건데 부작용을 알려주라,3
케베스를 몇 알 먹어?,5
대법원이랑 가까운 한방병원 알고 싶어,2
타미플루 부작용이 어떻게 돼?,3
코페르니 복용방법 알려줘,5
대학로 근처 응급실이 어디에 있니?,2
벨라비엠 복용 방법에 대해 설명해줘.,5
마그온맥 고려 사항이 뭐야?,0
위캡 효과 알려줄래?,4
메이놀의 사용방법이 어떻게 돼?,5
아탄트 어떻게 복용하는 건지 알려줘.,5
코발맥 복용 법에 대해 알려줘.,5
슈타린정 먹으면 무슨 효과 있어?,4
엘라오일 어디가 아플 때 먹는건가요?,4
남산타워 약 살 수 있는 곳 알려줄래?,1
가까운 신경정신과 추천해줘,2
알파파워 복용 시 어디가 좋은지 말해줘,4
지베즈 복용 법이 궁금해.,5
아스피린 부작용 알려줄래?,3
누보로젯의 복용 방법에 대해서 알려줘.,5
근처 산부인과 위치 알려줘,2
이부프로펜 부작용은 무엇인지 알려줘,3
제일 가까운 국군 병원 알고 싶어,2
아탄트 얼만큼 사용하는 건지 알려줘.,5
카이세비 조심해야 할 점이 뭘까요?,0
트리베라 몇 알 먹어야 해?,5
B의 부작용에 대해서 궁금해.,3
로타인은 언제 먹는건지 아려줘.,4
쿠스정 복용하는 법을 알고 싶습니다,5
상수역 부근 약국 알려줄래?,1
샌댈리 먹을 건데 얼만큼 복용해야 해?,5
주변 외과 위치 알려주라,2
서대문 가까운 약국 알려줘,1
길음동 근처 약국 알려줘,1
아세리손 주의해야 하는게 뭐야?,0
엑스키비티 먹었을 때 어떤  문제가 발생할까?,3
상상마당 주변 약국 알려줘,1
호리스브 주의점이 무엇이 있나요?,0
조인엔콘드 먹을 때 고려해야 할 점이 뭐야?,0
주변 난임센터 위치 알려주라,2
마로니에 공원 주변 안과 알고 싶어,2
아스피린 부작용이 어떻게 돼?,3
근처 치과 알려주세요,2
마이티 복용 시 고려사항은?,0
벨록스 복용 효능에 대해서 설명해줄래?,4
위캡 효과가 뭐야?,4
코디칼리 부작용이 있어?,3
베네딕트은 언제마다 얼마나 복용해야 하는지 말해줘,5
아세틸살리실산의 부작용이 뭐야?,3
 거리에 있는 약국 알려줘,1
보문역 가까운 응급의학과 알려줘,2
다파프 어디가 아플 때 먹는건지 알고 싶어,4
앱시토 효과 알려줄래?,4
충무로 근처 약 살 수 있는 곳 어디야,1
벨록 복용할 때 주의사항이 있어?,0
코발맥 복용 법에 대해서 알려줘.,5
월드컵 경기장 주변 응급의학과 알려주세요,2
원펜 복용 방법에 대해 알려줘.,5
가까운 약국 추천해줘.,1
뉴셀디 복용 효능이 뭐야?,4
아탄트 어떻게 먹는거야?.,5
락토폴 효과에 대해서 설명해줄래?,4
코페르니 복용법 알려줄래?,5
하을 먹었을 때 어떤  문제가 발생할까?,3
피그먼 부작용 알고 싶어요,3
서대문이랑 가까운 약국 알고 싶어,1
탕후르를 먹었을 때 무슨 문제가 생길 수 있을건인지를 알려줘.,3
트로나니 어떻게 먹어?.,5
벨록스 복용 효능이 어떻게 돼? ,4
강남구 압구정동 약국 알려주라,1
뉴셀디 효과이 뭐야?,4
플랜에이 먹는 방법에 대해 설명해줘.,5
하남 약국 어디 있어?,1
트로멜 어떻게 복용해야야 하는지 알려줘.,5
씨이엔브이 어떤 것을 고려해야해?,0
미자이센 먹으면 어떤 통증이 없어질까?,4
오뉴렉의 복용 방법에 대해 설명해줘.,5
그타기로맥스 복용하려 하는데 혹시 부작용이 있을까?,3
다의 부작용에 대해서 알려주라.,3
가의 부작용에 대해 알려줘.,3
푸사징을 먹을 때 어떤 문제가 생길 수 있어?,3
주변 응급실 위치 알려주라,2
코디칼리 부작용 좀 알려주라,3
텔미로젯에는 어떤 효과가 있을까,4
니바스 복용 시에 주의할 점이 있을까요?,0
주변 소아과 알려줘,2
캘빈클 위험 사항 있나요?,0
홍익대 안과 알려줘,2
홍익대학교 근처 약국 알려줘,1
목동이랑 가까운 암병원 알고 싶어,2
마이 먹을 때 고려해야 할 것이 뭐야?,0
가까운 치과 추천해줘,2
알프람은 어떨 때 먹는거야?,4
이부프로펜 복용 전에 고려해야 할 사항이 있을까?,0
강남역 상수동 근처 약국 알려줘,1
가로수길에서 아타칸 어디서 사냐고 물었다.,1
마포구 서교동에 있는 약국 어디 있니,1
코펜콜 복용 시 생기는 일 알려줘,3
하라리 복용법 말해줘,5
타세놀은 어디가 아플 때 먹는건지 알려줄래?,4
자일리톨을 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
마포구 약국 알려줘,1
디에논 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
플랜에이 먹는 방법이 어떻게 돼?,5
가로수길에서 아타칸 사고 싶어,1
C 부작용에 대해서 궁금해.,3
비디엠 먹었을 때 생길 수 있는 문제는 어떤 것이 있을까?,3
케라민캡슐 무슨 능력이 있어?,4
이가탄의 부작용에 대해 알려줘.,3
이부프로펜 먹기 전에 주의할 점이 있을까?,0
약국 알려줘,1
텔미로젯 어떤 효과가 있을까,4
홍익대학교 약국 어디 있어?,1
대법원 이비인후과이 알고 싶어,2
이부프로펜의 부작용은 무엇인가요?,3
내 주변 약국 어디있는지 알려줘,1
벨록스 복용 시 주의사항이 어떻게돼?,0
홍익대학교 약국 알려주세요,1
락토그린 언제 복용하는지 알려줘.,4
비디엠 어떨 때 먹는건지 알고 싶어.,4
아탄트 어떻게 사용하는 건지 알려줘.,5
뉴셀디의 복용 방법이 궁금해. ,5
길음동 주변 약국 추천해줘,1
알프람의 복용 법이 뭐야?,5
타세 어디가 아플 때 먹는거야?,4
지베즈의 복용 법에 대해 설명해줘.,5
엘리멘탈 부작용에 대해 설명해줄래?,3
트로멜 얼마만큼 먹는거야.,5
알프람의 복용 법이 뭐야?,5
내 주변 병원 어디에 있어?,2
성수역 주변 약국 알려줘,1
소화기센터가 어디에 있는지 알고 싶어요,2
오뉴렉의 복용 방법이 뭐야?,5
와리맂 복용 시에 발생할 수 있는 부작용 좀 알려줄래?,3
유발하 몇 알 먹어?,5
원펜의 사용 방법이 뭐야?,5
마의 부작용은?,3
코디콜캡슐 안 좋은 점 알려주라,3
회현역 부근 치과 알려주세요,2
샌댈리 몇 알 먹어야 해?,5
와리맂 복용하면 생기는 부작용 알려줘,3
자일리톨을 먹었을 때 생길 수 있는 문제를 알려줘.,3
엑스포지정 고려사항 있어?,0
원펜 복용 방법에 대해서 알려줘.,5
피그먼 먹을 건데 부작용을 알려주라,3
용산구 이촌동 근처 산부인과 알려줘,2
마이 먹을 시 주의사항은?,0
지엘디에노게스트 먹었을 때 생길 수 있는 문제가 어떻게 돼?.,3
아탄트 어떻게 사용하는거야,5
상봉역 주변 약국 알 수 있을까?,1
카이세비 복용하려 할 때 주의사항이 뭔지 알려줄래?,0
마그놀정은 무슨 효과가 있어?,4
근처 신경 정신과 알려주세요,2
제이코정 하루에 몇 알 먹는 거야?,5
메디봇 효능을 좀 알고 싶어,4
이화동 주변 대학병원 알 수 있을까?,2
그날엔 먹을 때 조심해야 할꺼 있을까?,0
마그랑비 효과에 대해 설명해줘.,4
삼청동 영상의학과 추천해줘,2
로피롤에이은 언제 보통 먹는거야?,4
길음뉴타운 근처 신경과 위치 부탁드려요,2
시흥 근처 약국이 어디 있어?,1
바이타믹스 조심해야 할 점이 뭘까요?,0
노바스크 먹으려 할 때 주의해야 할 점 있어?,0
벨라비엠의 복용 방법이 궁금해. ,5
이부프로펜의 부작용 알려줘,3
텔미로젯 효과에 대해 설명해줘.,4
포스펜정 복용방법 알려주세요,5
피그먼 안 좋은 점 알려주라,3
앱시토정의 주의할 점이 있어?,0
트로멜 어떻게 먹는건지?,5
디에논 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
국방부 부근 치과 알려줄래?,2
로피롤에 보통 언제 먹는건가요?,4
에스리시 몇 알 먹어야 해?,5
알프 어떨 때 먹는건지 알고 싶어.,4
화이투벤은 어떤 효과가 있을까?,4
하을 먹었을 때 어떤  문제가 발생할까?,3
홍대 주변 약국 목록 알려줘,1
C 부작용에 대해서 궁금해.,3
에어페낙듀오가 가진 알아야 할 사항이 뭐야?,0
연남 약국 위치 알려주세요,1
유발하 먹는 방법 알려주세요,5
잔타놀의 주의 해야 할 점은?,0
테네글로의사용방법 알려줘.,5
바이타믹스 복용하고 싶은데 주의사항이 알고 싶어,0
근처 외상센터 위치 알려줘,2
포천이랑 가까운 약국 원해,1
뉴셀디 효능이 뭐야?,4
삼청동 근처 이비인후과 좀 알려주세요,2
중앙대 근처 약국 추천해주세요,1
쿠스정 복용해야 하는데 몇 알 복용해야 할까?,5
화인백은 어떨 때 복용하는 것인지 알려줄래?,4
에스리시 몇 알 먹어야 해?,5
타세놀은 어디가 아플 때 먹어야 좋아?,4
조인엔콘드 먹을 때 고려해야 할 점이 어떻게돼?,0
푸사징을 먹을 때 어떤 문제가 생길 수 있는지?,3
동부이촌동 통증의학과 알려주라,2
카이로 복용 할 시 조심할 점 좀 알려줄래?,0
알진텍 복용 효과에 대해서 알려줘,4
홍인사정 복용 시에 발생할 수 있는 부작용 좀 알려줄래?,3
엑스포지정 고려해야 할 것은?,0
ddp 심장센터 어디 있어?,2
이모이 몇 알 먹는것인지 궁금해.,5
근처 건강검진병원 알려줘,2
안젤리나 복용 할 시 조심할 점 좀 알려줄래?,0
락토그린 복용하면 어디에 좋은지 알려줘.,4
한양대학교 주변 약국은 어디에 있을까요?,1
메디봇은 어느 통증에 좋아?,4
마이티신 복용할 때 고려해야 할 점이 어떻게돼?,0
원펜 사용 방법이 뭐야?,5
지금 연 성수 소아청소년과 병원 알려줘,2
63빌딩 쪽 안과 알려줘,2
슈타린정 효과가 무엇인가요?,4
에어페낙듀오 효과에 대해 알려줘.,4
창동 근처 치과이 어디에 있니?,2
이가탄의 부작용에 대해 설명해줘.,3
앱시토정의 알아야할 점이 있어?,0
락토그린 어디가 아플 때 복용해야해?,4
하라리 복용 방법 말해주세요,5
이부프로펜 부작용이 어떻게 돼?,3
에어페낙듀 먹을 때 뭐를 주의해야 할까?,0
푸켓에서 제일 가까운 약국 알려줘.,1
이부프로펜 부작용이 어떻게 돼?,3
에페신에이스 먹었을 때 생길 수 있는 문제를 알려줘.,3
마이티 복용할 때 주의해야 할 점이 뭐야?,0
알진 복용할 때 미리 알아야 할 것이 있을까?,0
뉴셀디의 복용 법에 대해서 알려줘.,5
로타 언제 먹는건지 알려줘.,4
나의 부작용에 대해서 알려주세요.,3
텔미로젯 어떤 효과가 있을까,4
위캡 효과는 무엇인가요?,4
뉴셀디 효과을 알려줘.,4
아탄트 어떻게 먹는지에 대해 알고 싶어.,5
원펜의 사용 방법이 뭐야?,5
대법원이랑 가까운 한방병원 원해,2
지베즈 복용 법에 대해 설명해줘.,5
비자니 복용할 때 주의해야 할 점이 있어?,0
소치오 복용할 건데 부작용이 알고 싶어요,3
앱시토정의 효과가 뭐야?,4
에어페낙듀오 효과에 대해 알려줘.,4
비자니 먹을 때 고려해야 할 점이 어떻게돼?,0
동두천 근처 병원 위치 알려주세요,2
구로 디지털 단지 어디서 탁센스 살 수 있어?,1
락토그린 언제 복용하는지 알려줘.,4
트로멜 얼마만큼 먹는건지 궁금해.,5
마그온맥스비 언제 먹어야 하는지 알려줄래?,4
아탄트 어떻게 사용하는거야?,5
연대 근처 흉부외과 위치 부탁드려요,2
홍은동 가장 가까운 약국 알려줘,1
그놀마잉 효능을 좀 알고 싶은데,4
미자이센은 어디에 좋아?,4
에어페낙듀오가 가진 주의사항이 어떻게돼?,0
트로멜 얼만큼 먹어야 하는지 알려줘.,5
근처 약국 알려주세요,1
뉴셀디의 효능을 알려줘.,4
고양 스타필드 근처 약국 위치 알려주세요,1
아이가 타이레놀을 복용하여도 괜찮나?,0
비자니정 먹을 때 뭐를 알아해야해?,0
헌법재판소 쪽 한의원 알려줘,2
아세리손 효과가 어떻게 돼?,4
그놀마잉 효능효과 알고 싶습니다.,4
로타인은 언제 먹어야 하는 것인가요?,4
벨록스 복용할 때 주의 사항이 어떻게돼?,0
케라민캡슐은 무슨 효능이 있을까?,4
홍대 약국 추천해줘,1
트윈스타 조심?,0
월드컵 경기장 응급의학과 알고 싶어,2
락토폴 효능이 어떻게 돼? ,4
트로멜 어떻게 복용해야 하는지 궁금해.,5
주변 약국 위치 부탁드립니다,1
알진텍정 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
강원도 홍천 근처 약국 위치 알려줘,1
엑스포지의 주의사항은?,0
엑스키비티 먹었을 때 어떤  문제가 발생할까?,3
코펜콜 부작용이 뭐야?,3
페노제티브정 부작용이 궁금해,3
캘빈클 고려해야 할 점 알려줄래?,0
프렉체리놀을 먹을 때 무슨 문제가 생기는 지 알고 있어?,3
페낙손정 먹었을 때 생길 수 있는 문제가 뭐야?,3
태릉입구 동교동에 있는 약국 알려줘,1
홍인사정 복용하면 생기는 부작용 알려줘,3
세레콕시브의 부작용 알려줘.,3
상상마당 주변 약국 알려줘,1
마포구 한방 병원 추천해줘,2
아탄트 어떻게 먹는 건지 알려줘.,5
탁센 부작용이 어떻게 돼?,3
카나브 먹고 싶은데 위험한 점 있을까?,0
피그먼 복용할 건데 부작용이 알고 싶어요,3
지베즈 복용 법이 궁금해.,5
합정 병원 감염내과 추천 해주세요,2
주변 한의원 알려주라,2
슈니첼 복용 시에 효능 좀 알려주래?,4
아스피린 부작용 알려줘,3
프렉체리놀을 먹을 때 무슨 문제가 생길 수 있는지에 대해 설명해줘.,3
고척돔과 가까운 응급의학과 알려주라,2
김포 근처 약품 살 수 있는 곳 어디야,1
가의 부작용에 대해 알려줘.,3
마그놀정 효과가 무엇인가요?,4
트로멜 어떻게 복용해야야 하는지 알려줘.,5
광장시장 암병원 알고 싶어,2
잔타놀정 먹으려 할 때 무엇을 조심해야 해?,0
성남시 서현동 치과 알려주라,2
여의도 주변 산부인과 알려줘,2
이부프로펜 부작용에 대해 알고 싶어.,3
홍대 근처 약국 알려줘,1
미자이센 효능을 좀 알고 싶어,4
아세리손 고려해야 하는게 어떻게돼?,0
포펜을 어떻게 먹는건지 설명해줘.,5
최단거리 심장 내과 알려줘,2
홍대 약국 부탁드립니다,1
누보로젯의 복용법이 어떻게 돼?,5
나와 제일 가까운 재활센터 알려줘,2
스타벅스 어떤 부작용이 있을까?,3
